"participant.id_in_session","participant.code","participant.label","participant.payoff","player.id_in_group","player.role","player.payoff","player.treatment","player.dyn_stock","player.dyn_bond","player.dyn_wealth","player.mgr_p1","player.mgr_p2","player.quiz_down","player.quiz_up","player.quiz_chance","player.quiz_median","player.quiz_above","player.quiz_risk_attempts","player.quiz_market_attempts","player.bid_l","player.bid_r","player.bid_exp","player.bid_no","player.belief_inv_exp","player.belief_price_exp","player.belief_others_inv_exp","player.belief_others_price_exp","player.belief_inv_no","player.belief_price_no","player.belief_others_inv_no","player.belief_others_price_no","player.belief_inv_l","player.belief_price_l","player.belief_others_inv_l","player.belief_others_price_l","player.belief_inv_r","player.belief_price_r","player.belief_others_inv_r","player.belief_others_price_r","player.allocation_to_pay","player.market_pair_to_pay","player.rounds_to_pay","player.belief_pages_to_pay","player.task1_points","player.allocation_points","player.market_points","player.final_payoff_points","player.all_beliefs_payoff_points","player.beliefs_correct","player.trade_l","player.trade_r","player.trade_exp","player.trade_no","group.id_in_subsession","group.price_l","group.price_r","group.p1_left_is_exp","group.p2_left_is_mgr_a","group.price_exp","group.price_no","group.value_exp","group.value_no","group.value_left_gender","group.value_right_gender","group.state_left","group.state_right","group.x_exp","group.x_no","group.x_a","group.x_b","group.mean_exp","group.mean_no","group.mean_a","group.mean_b","subsession.round_number","session.code","session.label","source_folder","source_file","group_uid","left_mgr_label","right_mgr_label"
2,"xlysi5bz",NA,1055.56,2,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,220,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,1,351,100,80,165,140,75,"Up","Down",40,65,40,50,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g1","M_no","W_no"
3,"ktzkk4b7",NA,1500,3,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,351,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,351,100,80,165,140,75,"Up","Down",40,65,40,50,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g1","M_no","W_no"
4,"unt4hlph",NA,388.89,4,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,400,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,351,100,80,165,140,75,"Up","Down",40,65,40,50,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g1","M_no","W_no"
5,"e3o1p3e6",NA,277.78,5,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,450,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,1,351,100,80,165,140,75,"Up","Down",40,65,40,50,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g1","M_no","W_no"
6,"0nzm25g8",NA,222.22,1,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,200,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,1,2,0,0,1,1,300,100,50,62.5,70,100,"Down","Down",100,75,60,0,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g2","M_no","W_no"
7,"f8ff6plt",NA,666.67,2,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,500,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,300,100,50,62.5,70,100,"Down","Down",100,75,60,0,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g2","M_no","W_no"
8,"poc3kn08",NA,0,3,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,450,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,300,100,50,62.5,70,100,"Down","Down",100,75,60,0,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g2","M_no","W_no"
9,"z9zrwosz",NA,333.33,4,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,259,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,-1,2,0,0,1,1,300,100,50,62.5,70,100,"Down","Down",100,75,60,0,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g2","M_no","W_no"
10,"yldmtmxh",NA,555.56,5,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,300,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,0,-1,2,0,0,1,1,300,100,50,62.5,70,100,"Down","Down",100,75,60,0,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g2","M_no","W_no"
11,"bjw1ymg6",NA,833.33,1,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,400,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,1,3,0,0,1,1,390,110,90,75,60,85,"Down","Down",20,50,80,30,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g3","M_no","W_no"
12,"dxg47gml",NA,222.22,2,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,390,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,0,-1,3,0,0,1,1,390,110,90,75,60,85,"Down","Down",20,50,80,30,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g3","M_no","W_no"
13,"t47t8m59",NA,55.56,3,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,370,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,-1,3,0,0,1,1,390,110,90,75,60,85,"Down","Down",20,50,80,30,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g3","M_no","W_no"
14,"2epyouig",NA,500,4,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,450,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,1,3,0,0,1,1,390,110,90,75,60,85,"Down","Down",20,50,80,30,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g3","M_no","W_no"
15,"107rd682",NA,1000,5,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,340,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,0,3,0,0,1,1,390,110,90,75,60,85,"Down","Down",20,50,80,30,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g3","M_no","W_no"
16,"6xyzc64h",NA,0,1,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,299,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,299,180,50,87.5,70,90,"Down","Down",100,25,20,60,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g4","W_no","M_no"
17,"566nkyxt",NA,1166.67,2,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,145,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,-1,4,0,0,1,0,299,180,50,87.5,70,90,"Down","Down",100,25,20,60,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g4","W_no","M_no"
18,"uv69jk1p",NA,0,3,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,450,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,-1,4,0,0,1,0,299,180,50,87.5,70,90,"Down","Down",100,25,20,60,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g4","W_no","M_no"
19,"thfu25ei",NA,1166.67,4,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,420,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,299,180,50,87.5,70,90,"Down","Down",100,25,20,60,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g4","W_no","M_no"
20,"008uq8bs",NA,111.11,5,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,200,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,1,4,0,0,1,0,299,180,50,87.5,70,90,"Down","Down",100,25,20,60,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g4","W_no","M_no"
21,"o4da1gkl",NA,166.67,1,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,350,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,300,250,120,75,95,150,"Down","Up",20,50,50,10,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g5","W_no","M_no"
22,"ilc2oqlq",NA,1222.22,2,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,230,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,-1,5,0,0,0,0,300,250,120,75,95,150,"Down","Up",20,50,50,10,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g5","W_no","M_no"
23,"qcu0td0m",NA,500,3,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,300,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,300,250,120,75,95,150,"Down","Up",20,50,50,10,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g5","W_no","M_no"
24,"zcjv164s",NA,1111.11,4,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,265,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,-1,5,0,0,0,0,300,250,120,75,95,150,"Down","Up",20,50,50,10,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g5","W_no","M_no"
25,"3g7fmbdb",NA,500,5,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,300,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,300,250,120,75,95,150,"Down","Up",20,50,50,10,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,2,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g5","W_no","M_no"
1,"o7pccht6",NA,1055.56,1,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,320,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,320,80,80,165,140,75,"Up","Down",40,65,40,50,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g1","M_no","W_no"
2,"xlysi5bz",NA,1055.56,2,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,300,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,1,320,80,80,165,140,75,"Up","Down",40,65,40,50,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g1","M_no","W_no"
3,"ktzkk4b7",NA,1500,3,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,199,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,1,320,80,80,165,140,75,"Up","Down",40,65,40,50,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g1","M_no","W_no"
4,"unt4hlph",NA,388.89,4,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,550,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,1,320,80,80,165,140,75,"Up","Down",40,65,40,50,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g1","M_no","W_no"
5,"e3o1p3e6",NA,277.78,5,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,470,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,320,80,80,165,140,75,"Up","Down",40,65,40,50,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g1","M_no","W_no"
6,"0nzm25g8",NA,222.22,1,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,180,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,-1,2,0,0,1,1,250,80,50,62.5,70,100,"Down","Down",100,75,60,0,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g2","M_no","W_no"
7,"f8ff6plt",NA,666.67,2,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,300,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,250,80,50,62.5,70,100,"Down","Down",100,75,60,0,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g2","M_no","W_no"
8,"poc3kn08",NA,0,3,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,250,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,-1,2,0,0,1,1,250,80,50,62.5,70,100,"Down","Down",100,75,60,0,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g2","M_no","W_no"
9,"z9zrwosz",NA,333.33,4,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,250,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,250,80,50,62.5,70,100,"Down","Down",100,75,60,0,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g2","M_no","W_no"
10,"yldmtmxh",NA,555.56,5,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,444,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,250,80,50,62.5,70,100,"Down","Down",100,75,60,0,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g2","M_no","W_no"
11,"bjw1ymg6",NA,833.33,1,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,400,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,1,3,0,0,1,1,390,120,90,75,60,85,"Down","Down",20,50,80,30,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g3","M_no","W_no"
12,"dxg47gml",NA,222.22,2,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,380,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,-1,3,0,0,1,1,390,120,90,75,60,85,"Down","Down",20,50,80,30,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g3","M_no","W_no"
13,"t47t8m59",NA,55.56,3,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,380,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,-1,3,0,0,1,1,390,120,90,75,60,85,"Down","Down",20,50,80,30,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g3","M_no","W_no"
14,"2epyouig",NA,500,4,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,420,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,390,120,90,75,60,85,"Down","Down",20,50,80,30,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g3","M_no","W_no"
15,"107rd682",NA,1000,5,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,390,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,390,120,90,75,60,85,"Down","Down",20,50,80,30,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g3","M_no","W_no"
16,"6xyzc64h",NA,0,1,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,300,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,-1,4,0,0,1,0,375,200,50,87.5,70,90,"Down","Down",100,25,20,60,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g4","W_no","M_no"
17,"566nkyxt",NA,1166.67,2,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,150,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,-1,4,0,0,1,0,375,200,50,87.5,70,90,"Down","Down",100,25,20,60,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g4","W_no","M_no"
18,"uv69jk1p",NA,0,3,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,400,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,375,200,50,87.5,70,90,"Down","Down",100,25,20,60,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g4","W_no","M_no"
19,"thfu25ei",NA,1166.67,4,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,375,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,375,200,50,87.5,70,90,"Down","Down",100,25,20,60,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g4","W_no","M_no"
20,"008uq8bs",NA,111.11,5,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,400,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,375,200,50,87.5,70,90,"Down","Down",100,25,20,60,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g4","W_no","M_no"
21,"o4da1gkl",NA,166.67,1,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,375,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,-1,5,0,0,0,0,297,200,120,75,95,150,"Down","Up",20,50,50,10,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g5","W_no","M_no"
22,"ilc2oqlq",NA,1222.22,2,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,260,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,0,5,0,0,0,0,297,200,120,75,95,150,"Down","Up",20,50,50,10,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g5","W_no","M_no"
23,"qcu0td0m",NA,500,3,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,150,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,-1,1,5,0,0,0,0,297,200,120,75,95,150,"Down","Up",20,50,50,10,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g5","W_no","M_no"
24,"zcjv164s",NA,1111.11,4,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,297,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,297,200,120,75,95,150,"Down","Up",20,50,50,10,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g5","W_no","M_no"
25,"3g7fmbdb",NA,500,5,NA,0,"M_no_W_no",NA,NA,"",NA,NA,"","","","","",0,0,NA,NA,380,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"9, 10",1,0,0,0,0,0,0,0,0,1,-1,5,0,0,0,0,297,200,120,75,95,150,"Down","Up",20,50,50,10,55.8743961352657,52.1082802547771,53.2911392405063,50.9102564102564,3,"6c2og0cw",NA,"botno_2","portfolio_2026-09-16.csv","botno_2__g5","W_no","M_no"
